nmr.gene_id,nmr.symbol,mouse.gene_id,mouse.symbol
101706418,Gpr135,ENSMUSG00000043398,Gpr135
101726077,Daam1,ENSMUSG00000034574,Daam1
101707276,Xkr4,ENSMUSG00000051951,Xkr4
101708706,Sox17,ENSMUSG00000025902,Sox17
101709316,Mrpl15,ENSMUSG00000033845,Mrpl15
101709662,Lypla1,ENSMUSG00000025903,Lypla1
101710006,Tcea1,ENSMUSG00000033813,Tcea1
101724487,Rgs20,ENSMUSG00000002459,Rgs20
101710987,Atp6v1h,ENSMUSG00000033793,Atp6v1h
101712431,Oprk1,ENSMUSG00000025905,Oprk1
101712787,Npbwr1,ENSMUSG00000033774,Npbwr1
101713529,Fam150a,ENSMUSG00000087247,Fam150a
101714222,St18,ENSMUSG00000033740,St18
101715288,Pcmtd1,ENSMUSG00000051285,Pcmtd1
101716771,Sntg1,ENSMUSG00000025909,Sntg1
101717470,Snai2,ENSMUSG00000022676,Snai2
101717799,Efcab1,ENSMUSG00000068617,Efcab1
101720592,Ube2v2,ENSMUSG00000022674,Ube2v2
101721409,Mcm4,ENSMUSG00000022673,Mcm4
101722248,Prkdc,ENSMUSG00000022672,Prkdc
101723047,Cebpd,ENSMUSG00000071637,Cebpd
101724483,Spidr,ENSMUSG00000041974,Spidr
101725331,Iqsec3,ENSMUSG00000040797,Iqsec3
101725721,Slc6a12,ENSMUSG00000030109,Slc6a12
101697408,Slc6a13,ENSMUSG00000030108,Slc6a13
101697034,Kdm5a,ENSMUSG00000030180,Kdm5a
101698789,Ccdc77,ENSMUSG00000030177,Ccdc77
101702463,B4galnt3,ENSMUSG00000041372,B4galnt3
101701422,Ninj2,ENSMUSG00000041377,Ninj2
101703182,Wnk1,ENSMUSG00000045962,Wnk1
101706789,Rad52,ENSMUSG00000030166,Rad52
101708130,Usp18,ENSMUSG00000030107,Usp18
101709208,Tuba8,ENSMUSG00000030137,Tuba8
101709561,Pex26,ENSMUSG00000067825,Pex26
101709910,Mical3,ENSMUSG00000051586,Mical3
101710493,Bid,ENSMUSG00000004446,Bid
101711722,Bcl2l13,ENSMUSG00000009112,Bcl2l13
101713169,Atp6v1e1,ENSMUSG00000019210,Atp6v1e1
101714676,Slc25a18,ENSMUSG00000004902,Slc25a18
101714324,Cecr2,ENSMUSG00000071226,Cecr2
101715290,Cecr5,ENSMUSG00000058979,Cecr5
101704855,Cecr6,ENSMUSG00000094626,Cecr6
101715981,Il17ra,ENSMUSG00000002897,Il17ra
101717129,Cacna1c,ENSMUSG00000051331,Cacna1c
101716540,Dcp1b,ENSMUSG00000041477,Dcp1b
101705589,Cacna2d4,ENSMUSG00000041460,Cacna2d4
101723289,Lrtm2,ENSMUSG00000055003,Lrtm2
101726203,Adipor2,ENSMUSG00000030168,Adipor2
101696315,Wnt5b,ENSMUSG00000030170,Wnt5b
101697035,Fbxl14,ENSMUSG00000030019,Fbxl14
101698544,Erc1,ENSMUSG00000030172,Erc1
101700223,LOC101700223,ENSMUSG00000063236,1110038F14Rik
101701771,Znf250,ENSMUSG00000054967,Zfp647
101703655,Rpl8,ENSMUSG00000003970,Rpl8
106007590,Znf7,ENSMUSG00000033669,Zfp7
101705449,Znf251,ENSMUSG00000022526,Zfp251
101704611,Commd5,ENSMUSG00000055041,Commd5
101706172,Arhgap39,ENSMUSG00000033697,Arhgap39
101707047,Lrrc14,ENSMUSG00000033728,Lrrc14
101710862,Recql4,ENSMUSG00000033762,Recql4
101711227,Mfsd3,ENSMUSG00000019080,Mfsd3
101713635,Gpt,ENSMUSG00000022546,Gpt
101711841,Ppp1r16a,ENSMUSG00000033819,Ppp1r16a
101717018,Foxh1,ENSMUSG00000033837,Foxh1
101715982,Kifc2,ENSMUSG00000004187,Kifc2
101715143,Cyhr1,ENSMUSG00000053929,Cyhr1
101718493,Slc39a4,ENSMUSG00000063354,Slc39a4
101720593,Cpsf1,ENSMUSG00000034022,Cpsf1
101719297,Adck5,ENSMUSG00000022550,Adck5
101721412,Slc52a2,ENSMUSG00000022560,Slc52a2
101722250,Fbxl6,ENSMUSG00000022559,Fbxl6
101723290,Scrt1,ENSMUSG00000048385,Scrt1
101723650,Dgat1,ENSMUSG00000022555,Dgat1
101724242,Hsf1,ENSMUSG00000022556,Hsf1
101724596,Bop1,ENSMUSG00000022557,Bop1
106008641,Scx,ENSMUSG00000034161,Scx
101725203,Mroh1,ENSMUSG00000022558,Mroh1
101726569,Hgh1,ENSMUSG00000022554,Hgh1
101709913,LOC101709913,ENSMUSG00000109179,Gm35339
101699038,Maf1,ENSMUSG00000022553,Maf1
101697173,Sharpin,ENSMUSG00000022552,Sharpin
101700825,LOC101700825,ENSMUSG00000022551,Cyc1
101701181,Gpaa1,ENSMUSG00000022561,Gpaa1
101702464,Oplah,ENSMUSG00000022562,Oplah
101703302,Exosc4,ENSMUSG00000034259,Exosc4
101709209,Spatc1,ENSMUSG00000049653,Spatc1
101706912,Parp10,ENSMUSG00000063268,Parp10
101708250,Grina,ENSMUSG00000022564,Grina
101703656,Plec,ENSMUSG00000022565,Plec
101709785,LOC101709785,ENSMUSG00000044361,BC024139
101711469,Puf60,ENSMUSG00000002524,Puf60
101711091,Scrib,ENSMUSG00000022568,Scrib
101714924,LOC101714924,ENSMUSG00000102018,K230010J24Rik
101714325,Fam83h,ENSMUSG00000046761,Fam83h
101712538,Mapk15,ENSMUSG00000063704,Mapk15
101717241,Ccdc166,ENSMUSG00000098176,Ccdc166
101717589,Znf707,ENSMUSG00000034429,Zfp707
101718159,Znf623,ENSMUSG00000050846,Zfp623
101718494,Tsta3,ENSMUSG00000022570,Tsta3
101719535,Pycrl,ENSMUSG00000022571,Pycrl
101719879,Tigd5,ENSMUSG00000103906,Tigd5
101720224,Eef1d,ENSMUSG00000055762,Eef1d
101721764,LOC101721764,ENSMUSG00000022574,Naprt
101722939,Mroh6,ENSMUSG00000098678,Mroh6
101723292,Gsdmd,ENSMUSG00000022575,Gsdmd
101724950,Zc3h3,ENSMUSG00000075600,Zc3h3
101725333,Mafa,ENSMUSG00000047591,Mafa
101725723,Rhpn1,ENSMUSG00000022580,Rhpn1
101697297,Zfp41,ENSMUSG00000047003,Zfp41
101697543,Gpihbp1,ENSMUSG00000022579,Gpihbp1
101697918,LOC101697918,ENSMUSG00000022577,Ly6h
101699267,LOC101699267,ENSMUSG00000093626,Ly6l
101712791,LOC101712791,ENSMUSG00000047728,BC025446
101699978,Ly6e,ENSMUSG00000022587,Ly6e
101700338,LOC101700338,ENSMUSG00000063522,2010109I03Rik
101700701,LOC101700701,ENSMUSG00000022589,Cyp11b2
101701897,Gml,ENSMUSG00000068600,Gml2
101702244,LOC101702244,ENSMUSG00000034634,Ly6d
101703522,Lypd2,ENSMUSG00000022595,Lypd2
101714928,Slurp1,ENSMUSG00000022596,Slurp1
101704141,Them6,ENSMUSG00000056665,Them6
101705338,Psca,ENSMUSG00000022598,Psca
101704494,Jrk,ENSMUSG00000046380,Jrk
101705961,Arc,ENSMUSG00000022602,Arc
101715296,LOC101715296,ENSMUSG00000022603,Mroh4
101715646,Adgrb1,ENSMUSG00000034730,Adgrb1
101716318,Mroh5,ENSMUSG00000072487,Mroh5
101706683,Ptp4a3,ENSMUSG00000059895,Ptp4a3
101708005,Gpr20,ENSMUSG00000045281,Gpr20
101708356,Slc45a4,ENSMUSG00000079020,Slc45a4
101709911,Dennd3,ENSMUSG00000036661,Dennd3
101711587,Ptk2,ENSMUSG00000022607,Ptk2
101714223,Ago2,ENSMUSG00000036698,Ago2
101713171,Chrac1,ENSMUSG00000068391,Chrac1
101715292,Trappc9,ENSMUSG00000047921,Trappc9
101715849,Kcnk9,ENSMUSG00000036760,Kcnk9
101716192,Col22a1,ENSMUSG00000079022,Col22a1
101716543,Fam135b,ENSMUSG00000036800,Fam135b
101717590,LOC101717590,ENSMUSG00000062651,H2al2a
101718606,Khdrbs3,ENSMUSG00000022332,Khdrbs3
101717705,LOC101717705,ENSMUSG00000022335,Zfat
101720225,St3gal1,ENSMUSG00000013846,St3gal1
101722001,Ndrg1,ENSMUSG00000005125,Ndrg1
101722605,Wisp1,ENSMUSG00000005124,Wisp1
101719426,Tg,ENSMUSG00000053469,Tg
101723401,Sla,ENSMUSG00000022372,Sla
101723763,Phf20l1,ENSMUSG00000072501,Phf20l1
101724366,Tmem71,ENSMUSG00000036944,Tmem71
101724715,Lrrc6,ENSMUSG00000022375,Lrrc6
101726081,Kcnq3,ENSMUSG00000056258,Kcnq3
101719782,Hhla1,ENSMUSG00000072511,Hhla1
101720134,Oc90,ENSMUSG00000015001,Oc90
101726451,Efr3a,ENSMUSG00000015002,Efr3a
101698293,Adcy8,ENSMUSG00000022376,Adcy8
101698673,Asap1,ENSMUSG00000022377,Asap1
101700702,Fam49b,ENSMUSG00000022378,Fam49b
101721539,Gsdmc,ENSMUSG00000079025,Gsdmc
101704740,Myc,ENSMUSG00000022346,Myc
101707049,Trib1,ENSMUSG00000032501,Trib1
101707405,Nsmce2,ENSMUSG00000059586,Nsmce2
101708947,Kiaa0196,ENSMUSG00000022350,E430025E21Rik
101709317,Sqle,ENSMUSG00000022351,Sqle
101711092,Mtss1,ENSMUSG00000022353,Mtss1
101713987,Ndufb9,ENSMUSG00000022354,Ndufb9
101713636,Tatdn1,ENSMUSG00000050891,Tatdn1
101714326,Rnf139,ENSMUSG00000037075,Rnf139
101715645,Trmt12,ENSMUSG00000037085,Trmt12
101716317,Tmem65,ENSMUSG00000062373,Tmem65
101716891,Fer1l6,ENSMUSG00000037106,Fer1l6
101717242,Fam91a1,ENSMUSG00000037119,Fam91a1
101717591,Anxa13,ENSMUSG00000055114,Anxa13
101717924,Klhl38,ENSMUSG00000022357,Klhl38
101718496,Fbxo32,ENSMUSG00000022358,Fbxo32
101719072,Wdyhv1,ENSMUSG00000022359,Wdyhv1
101719425,Atad2,ENSMUSG00000022360,Atad2
101719781,Zhx1,ENSMUSG00000022361,Zhx1
101720594,LOC101720594,ENSMUSG00000101892,9130401M01Rik
101721177,Tbc1d31,ENSMUSG00000022364,Tbc1d31
101722706,Derl1,ENSMUSG00000022365,Derl1
101723521,Zhx2,ENSMUSG00000071757,Zhx2
101724130,Has2,ENSMUSG00000022367,Has2
101724835,Rassf6,ENSMUSG00000029370,Rassf6
101699389,Afm,ENSMUSG00000029369,Afm
101725205,Afp,ENSMUSG00000054932,Afp
101725590,Alb,ENSMUSG00000029368,Alb
101725960,Ankrd17,ENSMUSG00000055204,Ankrd17
101726570,LOC101726570,ENSMUSG00000035505,Cox18
101699874,Fat3,ENSMUSG00000074505,Fat3
101702954,Mtnr1b,ENSMUSG00000050901,Mtnr1b
101700470,Slc36a4,ENSMUSG00000043885,Slc36a4
101703657,Ccdc67,ENSMUSG00000039977,Ccdc67
101703183,Cep295,ENSMUSG00000046111,Cep295
101701427,Taf1d,ENSMUSG00000031939,Taf1d
101705451,LOC101705451,ENSMUSG00000031938,4931406C07Rik
101706308,Med17,ENSMUSG00000031935,Med17
101706685,Vstm5,ENSMUSG00000031937,Vstm5
101708132,Hephl1,ENSMUSG00000031936,Hephl1
101708476,Panx1,ENSMUSG00000031934,Panx1
101704741,Izumo1r,ENSMUSG00000031933,Izumo1r
101708829,Gpr83,ENSMUSG00000031932,Gpr83
101709211,Mre11a,ENSMUSG00000031928,Mre11a
101709563,Ankrd49,ENSMUSG00000031931,Ankrd49
106008488,LOC106008488,ENSMUSG00000031927,1700012B09Rik
101711725,Fut4,ENSMUSG00000049307,Fut4
101711355,Piwil4,ENSMUSG00000036912,Piwil4
101712095,Amotl1,ENSMUSG00000013076,Amotl1
101714226,Cwc15,ENSMUSG00000004096,Cwc15
101714570,Endod1,ENSMUSG00000037419,Endod1
101715295,Sesn3,ENSMUSG00000032009,Sesn3
101717593,Fam76b,ENSMUSG00000037808,Fam76b
101715850,Cep57,ENSMUSG00000031922,Cep57
101718842,Mtmr2,ENSMUSG00000031918,Mtmr2
101721053,Maml2,ENSMUSG00000031925,Maml2
101721650,Ccdc82,ENSMUSG00000079084,Ccdc82
101722708,Jrkl,ENSMUSG00000079083,Jrkl
101711588,Tmc1,ENSMUSG00000024749,Tmc1
101710265,Zfand5,ENSMUSG00000024750,Zfand5
101713028,Gda,ENSMUSG00000058624,Gda
101711095,LOC101711095,ENSMUSG00000035171,1110059E24Rik
101711471,Abhd17b,ENSMUSG00000047368,Abhd17b
101712540,Tmem2,ENSMUSG00000024754,Tmem2
101714096,Trpm3,ENSMUSG00000052387,Trpm3
101718843,Klf9,ENSMUSG00000033863,Klf9
101715146,Smc5,ENSMUSG00000024943,Smc5
101719881,Mamdc2,ENSMUSG00000033207,Mamdc2
101720226,LOC101720226,ENSMUSG00000033053,1700028P14Rik
101721055,Ptar1,ENSMUSG00000074925,Ptar1
101722004,Apba1,ENSMUSG00000024897,Apba1
101716196,Fam189a2,ENSMUSG00000071604,Fam189a2
101722709,Tjp2,ENSMUSG00000024812,Tjp2
101724952,Fxn,ENSMUSG00000059363,Fxn
101726083,Pip5k1b,ENSMUSG00000024867,Pip5k1b
101725726,Fam122a,ENSMUSG00000074922,Fam122a
101697921,Tmem252,ENSMUSG00000048572,Tmem252
101698296,Pgm5,ENSMUSG00000041731,Pgm5
101698676,LOC101698676,ENSMUSG00000051490,Foxd4
101699041,LOC101699041,ENSMUSG00000024878,Cbwd1
101701061,Dock8,ENSMUSG00000052085,Dock8
101702127,Kank1,ENSMUSG00000032702,Kank1
101704400,Dmrt1,ENSMUSG00000024837,Dmrt1
101704743,Dmrt3,ENSMUSG00000042372,Dmrt3
101705079,Dmrt2,ENSMUSG00000048138,Dmrt2
101706423,Smarca2,ENSMUSG00000024921,Smarca2
101709214,Vldlr,ENSMUSG00000024924,Vldlr
101717244,Kcnv2,ENSMUSG00000047298,Kcnv2
101710010,Kiaa0020,ENSMUSG00000041360,Pum3
101711357,Rfx3,ENSMUSG00000040929,Rfx3
101712203,Glis3,ENSMUSG00000052942,Glis3
101713753,Slc1a1,ENSMUSG00000024935,Slc1a1
101714784,Spata6l,ENSMUSG00000064202,4430402I18Rik
101714098,Ppapdc2,ENSMUSG00000040105,Plpp6
101715986,Cdc37l1,ENSMUSG00000024780,Cdc37l1
101716319,Ak3,ENSMUSG00000024782,Ak3
101716894,Rcl1,ENSMUSG00000024785,Rcl1
101717708,Jak2,ENSMUSG00000024789,Jak2
101718386,Rln2,ENSMUSG00000039097,Rln1
101718741,Plgrkt,ENSMUSG00000016495,Plgrkt
101719302,Cd274,ENSMUSG00000016496,Cd274
101720014,Pdcd1lg2,ENSMUSG00000016498,Pdcd1lg2
101721294,Ric1,ENSMUSG00000038658,Ric1
101720012,Ermp1,ENSMUSG00000046324,Ermp1
101721653,Mlana,ENSMUSG00000024806,Mlana
101722252,Kiaa2026,ENSMUSG00000046138,9930021J03Rik
101722609,Ranbp6,ENSMUSG00000074909,Ranbp6
101723403,Il33,ENSMUSG00000024810,Il33
101725090,Uhrf2,ENSMUSG00000024817,Uhrf2
101725465,Gldc,ENSMUSG00000024827,Gldc
101698040,Kdm4c,ENSMUSG00000028397,Kdm4c
101698911,Tmem261,ENSMUSG00000028398,Tmem261
101699982,Ptprd,ENSMUSG00000028399,Ptprd
101704615,Tyrp1,ENSMUSG00000005994,Tyrp1
101705219,Lurap1l,ENSMUSG00000048706,Lurap1l
101706793,Mpdz,ENSMUSG00000028402,Mpdz
101708254,Nfib,ENSMUSG00000008575,Nfib
101710011,Zdhhc21,ENSMUSG00000028403,Zdhhc21
101724244,Cer1,ENSMUSG00000038192,Cer1
101713531,Frem1,ENSMUSG00000059049,Frem1
101710731,Ttc39b,ENSMUSG00000038172,Ttc39b
101715502,Snapc3,ENSMUSG00000028483,Snapc3
101717709,Ccdc171,ENSMUSG00000052407,Ccdc171
101718049,Bnc2,ENSMUSG00000028487,Bnc2
101725728,Cntln,ENSMUSG00000038070,Cntln
101718387,Sh3gl2,ENSMUSG00000028488,Sh3gl2
106008810,LOC106008810,ENSMUSG00000066113,Adamtsl1
101720485,Saxo1,ENSMUSG00000028492,Saxo1
101720836,Rraga,ENSMUSG00000070934,Rraga
101721179,Haus6,ENSMUSG00000038047,Haus6
101722130,Plin2,ENSMUSG00000028494,Plin2
101722486,Dennd4c,ENSMUSG00000038024,Dennd4c
101723295,Rps6,ENSMUSG00000028495,Rps6
101723877,Acer2,ENSMUSG00000038007,Acer2
101725592,Slc24a2,ENSMUSG00000037996,Slc24a2
101698157,Focad,ENSMUSG00000038368,Focad
101698416,Hacd4,ENSMUSG00000028497,Hacd4
101699983,Klhl9,ENSMUSG00000070923,Klhl9
101699626,Ifne,ENSMUSG00000045364,Ifne
101700706,Mtap,ENSMUSG00000062937,Mtap
101701062,LOC101701062,ENSMUSG00000073802,Cdkn2b
101702467,Dmrta1,ENSMUSG00000043753,Dmrta1
101702468,LOC101702468,ENSMUSG00000084957,Bbip1
101703524,Elavl2,ENSMUSG00000008489,Elavl2
101703525,Izumo3,ENSMUSG00000028533,Izumo3
101706688,Tusc1,ENSMUSG00000054000,Tusc1
101707768,Caap1,ENSMUSG00000028578,Caap1
101708135,Plaa,ENSMUSG00000028577,Plaa
101710134,Ift74,ENSMUSG00000028576,Ift74
101709428,Lrrc19,ENSMUSG00000049799,Lrrc19
101710501,Tek,ENSMUSG00000006386,Tek
101706074,LOC101706074,ENSMUSG00000028575,Eqtn
101711098,Mob3b,ENSMUSG00000073910,Mob3b
101706424,Ifnk,ENSMUSG00000042993,Ifnk
101711729,LOC101711729,ENSMUSG00000028300,3110043O21Rik
101712792,LOC101712792,ENSMUSG00000028647,Mycbp
101713176,Lingo2,ENSMUSG00000045083,Lingo2
101716545,Aco1,ENSMUSG00000028405,Aco1
101717131,Ddx58,ENSMUSG00000040296,Ddx58
101717472,Topors,ENSMUSG00000036822,Topors
101717801,Ndufb6,ENSMUSG00000071014,Ndufb6
101719186,Tmem215,ENSMUSG00000046593,Tmem215
101719882,Aptx,ENSMUSG00000028411,Aptx
101720228,Dnaja1,ENSMUSG00000028410,Dnaja1
101720596,Smu1,ENSMUSG00000028409,Smu1
101721414,B4galt1,ENSMUSG00000028413,B4galt1
101722710,Spink4,ENSMUSG00000028415,Spink4
101710733,Bag1,ENSMUSG00000028416,Bag1
101723765,Chmp5,ENSMUSG00000028419,Chmp5
101724132,Nfx1,ENSMUSG00000028423,Nfx1
101725091,Aqp7,ENSMUSG00000028427,Aqp7
101725963,Aqp3,ENSMUSG00000028435,Aqp3
101696440,Nol6,ENSMUSG00000028430,Nol6
101726324,Ube2r2,ENSMUSG00000036241,Ube2r2
101711472,Ubap2,ENSMUSG00000028433,Ubap2
101697412,Dcaf12,ENSMUSG00000028436,Dcaf12
101698547,Ubap1,ENSMUSG00000028437,Ubap1
101699156,Kif24,ENSMUSG00000028438,Kif24
101699878,Nudt2,ENSMUSG00000028443,Nudt2
101702812,Kiaa1161,ENSMUSG00000046312,AI464131
101702248,LOC101702248,ENSMUSG00000028441,1110017D15Rik
101700830,Fam219a,ENSMUSG00000028439,Fam219a
101703186,Dnai1,ENSMUSG00000061322,Dnaic1
101703780,Enho,ENSMUSG00000028445,Enho
101704145,Cntfr,ENSMUSG00000028444,Cntfr
101705221,Rpp25l,ENSMUSG00000036114,Rpp25l
101706314,Dctn3,ENSMUSG00000028447,Dctn3
101708010,Arid3c,ENSMUSG00000066224,Arid3c
101707150,Sigmar1,ENSMUSG00000036078,Sigmar1
101708590,Galt,ENSMUSG00000036073,Galt
101708949,Il11ra,ENSMUSG00000073889,Il11ra1
101710135,Ccl27,ENSMUSG00000073888,Ccl27a
101712542,Ccl19,ENSMUSG00000071005,Ccl19
101713638,Ch25h,ENSMUSG00000050370,Ch25h
101713991,Lipa,ENSMUSG00000024781,Lipa
101700834,Ifit2,ENSMUSG00000045932,Ifit2
101714328,Ifit3,ENSMUSG00000062488,Ifit3b
101714680,LOC101714680,ENSMUSG00000034459,Ifit1
101716088,Slc16a12,ENSMUSG00000009378,Slc16a12
101717132,Pank1,ENSMUSG00000033610,Pank1
101717473,Kif20b,ENSMUSG00000024795,Kif20b
101719078,Htr7,ENSMUSG00000024798,Htr7
101719658,Rpp30,ENSMUSG00000024800,Rpp30
101720229,Ankrd1,ENSMUSG00000024803,Ankrd1
101720933,Pcgf5,ENSMUSG00000024805,Pcgf5
101721297,Hectd2,ENSMUSG00000041180,Hectd2
101722711,Ppp1r3c,ENSMUSG00000067279,Ppp1r3c
101723051,Tnks2,ENSMUSG00000024811,Tnks2
101724490,Fgfbp3,ENSMUSG00000047632,Fgfbp3
101725093,Btaf1,ENSMUSG00000040565,Btaf1
101726453,Cpeb3,ENSMUSG00000039652,Cpeb3
101726086,LOC101726086,ENSMUSG00000096210,H1f0
101696556,5-Mar,ENSMUSG00000023307,5-Mar
101706921,Ide,ENSMUSG00000056999,Ide
101707281,Kif11,ENSMUSG00000012443,Kif11
101697305,Hhex,ENSMUSG00000024986,Hhex
101708012,Exoc6,ENSMUSG00000053799,Exoc6
101708363,LOC101708363,ENSMUSG00000062432,Cyp26c1
101699044,LOC101699044,ENSMUSG00000024987,Cyp26a1
101699627,Myof,ENSMUSG00000048612,Myof
101700227,Cep55,ENSMUSG00000024989,Cep55
101701315,Ffar4,ENSMUSG00000054200,Ffar4
101701666,Rbp4,ENSMUSG00000024990,Rbp4
101702814,Pde6c,ENSMUSG00000024992,Pde6c
101703188,Fra10ac1,ENSMUSG00000054237,Fra10ac1
101703526,Lgi1,ENSMUSG00000067242,Lgi1
101704146,LOC101704146,ENSMUSG00000109936,RP23-145I16.5
101704974,Slc35g1,ENSMUSG00000044026,Slc35g1
101706315,Plce1,ENSMUSG00000024998,Plce1
101705967,Noc3l,ENSMUSG00000024999,Noc3l
101707054,Tbc1d12,ENSMUSG00000048720,Tbc1d12
101707644,Hells,ENSMUSG00000025001,Hells
101708592,LOC101708592,ENSMUSG00000025002,Cyp2c55
101710990,LOC101710990,ENSMUSG00000003053,Cyp2c29
101712207,Pdlim1,ENSMUSG00000055044,Pdlim1
101711592,Sorbs1,ENSMUSG00000025006,Sorbs1
101713177,Aldh18a1,ENSMUSG00000025007,Aldh18a1
101714230,Tctn3,ENSMUSG00000025008,Tctn3
101715301,Entpd1,ENSMUSG00000048120,Entpd1
101713033,Cc2d2b,ENSMUSG00000108929,Cc2d2b
101716197,Ccnj,ENSMUSG00000025010,Ccnj
101717024,Znf518a,ENSMUSG00000049164,Zfp518a
101718500,Blnk,ENSMUSG00000061132,Blnk
101718847,Dntt,ENSMUSG00000025014,Dntt
101719659,Opalin,ENSMUSG00000050121,Opalin
101713756,Tll2,ENSMUSG00000025013,Tll2
101720356,Tm9sf3,ENSMUSG00000025016,Tm9sf3
101720717,Pik3ap1,ENSMUSG00000025017,Pik3ap1
101722713,Slit1,ENSMUSG00000025020,Slit1
101714790,Cuzd1,ENSMUSG00000040205,Cuzd1
101715149,LOC101715149,ENSMUSG00000006204,5430419D17Rik
101715509,Arhgap19,ENSMUSG00000025154,Arhgap19
101724371,Frat1,ENSMUSG00000067199,Frat1
101724720,Frat2,ENSMUSG00000047604,Frat2
101725094,Rrp12,ENSMUSG00000035049,Rrp12
101725467,Pgam1,ENSMUSG00000011752,Pgam1
101725849,Exosc1,ENSMUSG00000034321,Exosc1
101696320,Zdhhc16,ENSMUSG00000025157,Zdhhc16
101726454,Mms19,ENSMUSG00000025159,Mms19
101698419,Ubtd1,ENSMUSG00000025171,Ubtd1
101698795,Ankrd2,ENSMUSG00000025172,Ankrd2
101700602,Hoga1,ENSMUSG00000025176,Hoga1
101699985,LOC101699985,ENSMUSG00000090369,4933411K16Rik
101699157,Morn4,ENSMUSG00000049670,Morn4
101701668,Pi4k2a,ENSMUSG00000025178,Pi4k2a
101702020,Avpi1,ENSMUSG00000018821,Avpi1
101702815,Marveld1,ENSMUSG00000044345,Marveld1
101703527,Zfyve27,ENSMUSG00000018820,Zfyve27
101703189,Sfrp5,ENSMUSG00000018822,Sfrp5
101707411,Golga7b,ENSMUSG00000042532,Golga7b
101706796,Crtac1,ENSMUSG00000042401,Crtac1
101708137,R3hcc1l,ENSMUSG00000025184,R3hcc1l
101707770,Loxl4,ENSMUSG00000025185,Loxl4
101710378,Pyroxd2,ENSMUSG00000060224,Pyroxd2
101710734,Hps1,ENSMUSG00000025188,Hps1
101712098,Hpse2,ENSMUSG00000074852,Hpse2
101712665,Cnnm1,ENSMUSG00000025189,Cnnm1
101713030,Got1,ENSMUSG00000025190,Got1
101713993,Nkx2-3,ENSMUSG00000044220,Nkx2-3
101714681,Slc25a28,ENSMUSG00000040414,Slc25a28
101717246,Entpd7,ENSMUSG00000025192,Entpd7
101715399,LOC101715399,ENSMUSG00000040018,Cox15
101715036,Cutc,ENSMUSG00000025193,Cutc
101716089,Abcc2,ENSMUSG00000025194,Abcc2
101716774,Dnmbp,ENSMUSG00000025195,Dnmbp
101718051,Cpn1,ENSMUSG00000025196,Cpn1
101718956,Erlin1,ENSMUSG00000025198,Erlin1
101719306,Chuk,ENSMUSG00000025199,Chuk
101720230,Cwf19l1,ENSMUSG00000025200,Cwf19l1
106008868,Bloc1s2,ENSMUSG00000057506,Bloc1s2
101720598,Pkd2l1,ENSMUSG00000037578,Pkd2l1
101721542,Syce1,ENSMUSG00000025480,Syce1
101722366,LOC101722366,ENSMUSG00000025479,Cyp2e1
101721420,LOC101721420,ENSMUSG00000052508,Olfr536
101722134,LOC101722134,ENSMUSG00000057997,Olfr541
101723526,LOC101723526,ENSMUSG00000060974,Olfr530
101724248,LOC101724248,ENSMUSG00000062712,Olfr531
101724604,LOC101724604,ENSMUSG00000061489,Olfr525
101725731,LOC101725731,ENSMUSG00000054672,5830411N06Rik
101726088,LOC101726088,ENSMUSG00000050366,Olfr524
101726457,LOC101726457,ENSMUSG00000051180,Olfr522
101725730,Sprn,ENSMUSG00000045733,Sprn
101726455,Mtg1,ENSMUSG00000039018,Mtg1
101697041,Paox,ENSMUSG00000025464,Paox
101697414,Echs1,ENSMUSG00000025465,Echs1
101698158,Fuom,ENSMUSG00000025466,Fuom
101697781,Prap1,ENSMUSG00000025467,Prap1
101699272,Caly,ENSMUSG00000025468,Caly
101696683,LOC101696683,ENSMUSG00000025469,Msx3
101700833,Znf511,ENSMUSG00000025470,Zfp511
101700229,Tubgcp2,ENSMUSG00000025474,Tubgcp2
101701563,Adam8,ENSMUSG00000025473,Adam8
101697044,LOC101697044,ENSMUSG00000073795,6430531B16Rik
101702360,Utf1,ENSMUSG00000047751,Utf1
101702698,Kndc1,ENSMUSG00000066129,Kndc1
101703528,Adgra1,ENSMUSG00000025475,Adgra1
101698161,Cfap46,ENSMUSG00000049571,Cfap46
101705222,Nkx6-2,ENSMUSG00000041309,Nkx6-2
101704617,Inpp5a,ENSMUSG00000025477,Inpp5a
101705594,Pwwp2b,ENSMUSG00000060260,Pwwp2b
101706918,Lrrc27,ENSMUSG00000015980,Lrrc27
101708138,Stk32c,ENSMUSG00000015981,Stk32c
101708483,Dpysl4,ENSMUSG00000025478,Dpysl4
101708835,Jakmip3,ENSMUSG00000056856,Jakmip3
101709429,Bnip3,ENSMUSG00000078566,Bnip3
101709789,Ppp2r2d,ENSMUSG00000041769,Ppp2r2d
101710503,Tcerg1l,ENSMUSG00000091002,Tcerg1l
101711590,Glrx3,ENSMUSG00000031068,Glrx3
101713032,Ebf3,ENSMUSG00000010476,Ebf3
101714788,Mgmt,ENSMUSG00000054612,Mgmt
101715751,Mki67,ENSMUSG00000031004,Mki67
101716090,Ptpre,ENSMUSG00000041836,Ptpre
101716775,Clrn3,ENSMUSG00000050866,Clrn3
101717474,Foxi2,ENSMUSG00000048377,Foxi2
101718612,Dock1,ENSMUSG00000058325,Dock1
101717805,Fam196a,ENSMUSG00000073805,Fam196a
